international_id	goals	assists	num_of_shots	shot_speed	shot_attempts	shooting_percentage	high_danger_shots	medium_danger_shots	low_danger_shots	save_percentage	winning_goals	power_play_time	power_play_goals	time_on_ice	faceoff_win_percentage	puck_touches	puck_recoveries	puck_possession_time	penalty_kill_time	penality_minutes	penalties_taken	time_between_penalties	goals_against_total	goals_against_average	passes_attempted	passes_completed	pass_completion_rate	games_missed_due_to_injury
866	84.0	129.0	498.0	114.5252	523.0	24.3233	176.0	207.0	140.0	63.1726	5.0	3.1861	86.0	15.37	40.7596	236.0	65.0	0.0	3.28	17.0	0.0	15.41	0.0	0.0	383.0	293.0	76.5	19.0
390	92.0	191.0	431.0	75.2386	437.0	19.8614	151.0	151.0	135.0	86.3629	12.0	2.1514	119.0	11.27	52.7881	980.0	215.0	0.56	5.91	12.0	2.0	4.23	0.0	0.0	765.0	473.0	61.83	23.0
6743	60.0	165.0	457.0	70.9215	475.0	26.3693	166.0	152.0	157.0	68.6721	11.0	1.425	84.0	25.03	37.7857	690.0	119.0	20.9	0.43	10.0	0.0	46.35	0.0	0.0	635.0	450.0	70.87	19.0
6033	92.0	134.0	458.0	75.5146	458.0	21.1414	141.0	181.0	136.0	63.1441	3.0	2.5051	98.0	21.56	41.5918	188.0	113.0	7.7	3.8	18.0	1.0	12.52	0.0	0.0	384.0	368.0	95.83	18.0
8912	72.0	160.0	467.0	57.7896	485.0	26.893	135.0	201.0	149.0	64.2618	8.0	1.5996	91.0	8.73	35.3937	413.0	297.0	19.67	3.96	15.0	1.0	3.52	0.0	0.0	498.0	172.0	34.54	18.0
2572	96.0	166.0	469.0	79.4882	469.0	31.5229	142.0	187.0	140.0	75.891	5.0	3.1756	107.0	6.11	49.21	185.0	245.0	0.0	4.21	12.0	0.0	9.67	0.0	0.0	417.0	264.0	63.31	18.0
1768	58.0	161.0	447.0	69.1478	485.0	13.0688	157.0	176.0	152.0	56.4362	7.0	2.2263	82.0	10.97	59.5218	990.0	182.0	1.74	3.52	30.0	0.0	10.96	17.0	24.78	709.0	354.0	49.93	13.0
7616	145.0	168.0	475.0	116.2098	475.0	7.9626	161.0	135.0	179.0	61.8208	1.0	2.2591	146.0	4.94	52.4071	209.0	136.0	0.0	4.67	0.0	0.0	10.86	12.0	20.14	398.0	371.0	93.22	19.0
7944	156.0	208.0	458.0	106.7266	463.0	20.8959	135.0	138.0	190.0	68.1679	4.0	6.4874	168.0	6.24	45.3601	780.0	188.0	37.66	4.12	22.0	2.0	2.52	0.0	0.0	714.0	263.0	36.83	20.0
1505	66.0	183.0	431.0	91.3095	431.0	52.8773	120.0	159.0	152.0	55.5219	11.0	1.6871	95.0	17.74	50.1405	247.0	52.0	28.3	1.25	24.0	0.0	30.89	29.0	33.03	409.0	197.0	48.17	16.0
2662	70.0	185.0	436.0	78.7805	448.0	14.8427	127.0	165.0	156.0	78.0064	6.0	3.6044	102.0	4.03	40.0202	360.0	62.0	0.18	4.15	1.0	1.0	2.3	0.0	0.0	537.0	337.0	62.76	22.0
5043	54.0	184.0	420.0	95.4837	420.0	59.2333	127.0	111.0	182.0	69.6065	0.0	1.9836	89.0	25.34	51.256	184.0	176.0	14.01	2.32	11.0	2.0	12.77	0.0	0.0	459.0	435.0	94.77	36.0
2187	53.0	169.0	417.0	87.6273	420.0	29.169	144.0	149.0	127.0	68.8488	0.0	2.8967	81.0	10.26	46.763	158.0	193.0	11.18	4.51	10.0	0.0	7.58	0.0	0.0	427.0	210.0	49.18	18.0
9016	91.0	118.0	400.0	60.3783	424.0	4.3951	151.0	148.0	125.0	65.6274	6.0	1.7647	88.0	11.48	53.7345	112.0	83.0	0.0	5.01	5.0	2.0	3.5	0.0	0.0	317.0	56.0	17.67	16.0
8332	131.0	104.0	426.0	96.4924	441.0	47.5091	140.0	168.0	133.0	81.8387	10.0	2.4174	111.0	3.78	61.7341	245.0	209.0	0.0	4.9	32.0	2.0	1.39	0.0	0.0	383.0	302.0	78.85	16.0
38	129.0	144.0	481.0	111.3678	521.0	19.3255	165.0	214.0	142.0	50.9026	6.0	4.4133	129.0	12.66	44.7341	1340.0	335.0	44.37	7.86	23.0	0.0	13.61	0.0	0.0	869.0	291.0	33.49	21.0
6411	122.0	174.0	430.0	43.2822	430.0	46.9744	153.0	143.0	134.0	84.3277	0.0	4.7558	130.0	5.59	37.9652	79.0	74.0	8.88	4.24	23.0	1.0	2.75	0.0	0.0	411.0	109.0	26.52	22.0
6170	83.0	162.0	449.0	80.6904	449.0	53.7349	133.0	139.0	177.0	58.6513	0.0	2.5025	93.0	3.66	64.3711	140.0	289.0	0.0	3.69	31.0	2.0	1.41	0.0	0.0	397.0	169.0	42.57	21.0
2720	111.0	173.0	430.0	78.6175	447.0	13.2319	136.0	148.0	163.0	74.8518	8.0	2.5236	118.0	8.28	44.9128	100.0	247.0	0.14	5.15	2.0	3.0	1.57	0.0	0.0	404.0	201.0	49.75	22.0
8207	65.0	192.0	478.0	108.7976	490.0	45.5716	169.0	173.0	148.0	81.5999	0.0	4.3614	98.0	4.96	41.7875	203.0	156.0	0.0	4.82	38.0	0.0	6.27	0.0	0.0	496.0	272.0	54.84	24.0
4689	78.0	243.0	428.0	75.9601	428.0	3.9782	136.0	163.0	129.0	72.234	6.0	3.3091	120.0	9.58	45.6879	105.0	247.0	0.0	4.71	27.0	0.0	13.08	0.0	0.0	487.0	414.0	85.01	26.0
8761	80.0	178.0	481.0	74.7204	501.0	38.0209	142.0	215.0	144.0	82.53	8.0	2.6343	103.0	16.63	46.11	142.0	341.0	0.0	3.04	33.0	1.0	7.24	0.0	0.0	423.0	237.0	56.03	22.0
395	76.0	154.0	452.0	89.1541	479.0	20.3219	141.0	188.0	150.0	70.6406	10.0	5.0861	95.0	14.25	45.3424	1200.0	106.0	21.41	3.05	23.0	0.0	13.38	0.0	0.0	871.0	512.0	58.78	19.0
4982	141.0	161.0	400.0	58.9422	429.0	39.0751	144.0	167.0	118.0	74.293	4.0	5.0367	137.0	25.12	51.8633	275.0	378.0	13.92	0.18	39.0	0.0	31.59	0.0	0.0	434.0	297.0	68.43	17.0
3895	73.0	229.0	495.0	109.4563	526.0	15.3231	174.0	137.0	215.0	71.1161	5.0	5.2162	116.0	7.84	59.4102	482.0	438.0	0.0	3.19	0.0	1.0	4.76	9.0	14.66	587.0	217.0	36.97	28.0
6397	74.0	124.0	449.0	89.8503	465.0	52.1704	142.0	153.0	170.0	65.8623	9.0	1.8114	80.0	8.05	39.5499	231.0	173.0	0.0	4.64	12.0	0.0	8.66	0.0	0.0	380.0	242.0	63.68	12.0
9567	36.0	152.0	462.0	68.4793	499.0	6.9177	174.0	190.0	135.0	59.702	5.0	1.9437	64.0	16.21	44.7482	910.0	296.0	28.89	4.25	1.0	0.0	20.49	0.0	0.0	684.0	200.0	29.24	16.0
6510	68.0	203.0	455.0	100.5024	458.0	10.6539	151.0	132.0	175.0	75.9546	10.0	3.1026	101.0	8.48	51.2703	191.0	239.0	0.0	5.5	7.0	2.0	2.96	0.0	0.0	495.0	232.0	46.87	26.0
3644	55.0	187.0	440.0	59.8009	459.0	14.0841	141.0	186.0	132.0	72.6411	0.0	1.7514	91.0	5.51	47.2885	384.0	90.0	23.69	3.94	33.0	0.0	10.31	0.0	0.0	520.0	129.0	24.81	27.0
140	133.0	106.0	480.0	103.0947	526.0	41.1358	161.0	183.0	182.0	77.9473	11.0	2.5326	116.0	8.4	46.1469	336.0	127.0	0.0	5.55	13.0	1.0	4.61	0.0	0.0	370.0	162.0	43.78	14.0
4832	67.0	184.0	419.0	107.0799	419.0	28.8699	137.0	154.0	128.0	76.0017	5.0	4.2119	93.0	6.32	37.6414	650.0	146.0	33.65	3.59	6.0	0.0	7.02	0.0	0.0	659.0	441.0	66.92	22.0
7150	65.0	171.0	429.0	128.8514	447.0	24.0586	142.0	187.0	118.0	52.9888	8.0	1.5919	87.0	7.58	55.7362	164.0	310.0	8.04	3.97	28.0	0.0	7.05	22.0	36.49	402.0	375.0	93.28	18.0
8547	69.0	109.0	463.0	119.6716	463.0	28.128	161.0	172.0	130.0	74.9064	0.0	3.3185	72.0	9.97	48.8007	153.0	165.0	0.0	5.64	16.0	3.0	3.91	0.0	0.0	341.0	205.0	60.12	15.0
5307	84.0	201.0	461.0	77.1755	489.0	50.4272	163.0	176.0	150.0	67.9612	3.0	2.2027	113.0	17.48	39.0867	158.0	324.0	25.12	0.72	13.0	0.0	28.72	0.0	0.0	467.0	182.0	38.97	21.0
3505																												
6945	114.0	230.0	442.0	72.2332	442.0	14.5111	148.0	161.0	133.0	74.7122	6.0	1.8512	145.0	3.09	52.1003	150.0	115.0	13.14	2.57	11.0	1.0	1.65	0.0	0.0	468.0	120.0	25.64	24.0
7920	89.0	150.0	473.0	85.1839	502.0	42.3009	180.0	178.0	144.0	69.2297	8.0	1.4893	96.0	11.7	46.7397	850.0	145.0	0.0	4.55	45.0	0.0	14.84	0.0	0.0	692.0	448.0	64.74	17.0
4991	84.0	138.0	484.0	71.8681	484.0	37.0683	149.0	162.0	173.0	59.706	3.0	4.7414	89.0	12.34	45.1111	173.0	73.0	0.0	3.31	22.0	0.0	10.49	0.0	0.0	418.0	177.0	42.34	16.0
1002	95.0	145.0	449.0	87.428	479.0	15.4809	154.0	187.0	138.0	74.6218	0.0	3.1199	103.0	9.62	40.3438	253.0	145.0	2.0	5.55	8.0	2.0	4.13	0.0	0.0	447.0	88.0	19.69	24.0
6200	80.0	179.0	471.0	155.7283	486.0	41.6181	137.0	166.0	183.0	56.3403	7.0	2.4238	102.0	5.97	54.7685	276.0	301.0	14.55	3.56	29.0	1.0	1.96	20.0	32.28	429.0	188.0	43.82	25.0
1929	105.0	152.0	471.0	80.0134	489.0	10.4742	162.0	170.0	157.0	67.6955	0.0	2.548	111.0	4.7	48.8312	1460.0	224.0	48.58	3.59	27.0	0.0	4.63	0.0	0.0	940.0	629.0	66.91	24.0
9719	156.0	132.0	469.0	73.1239	486.0	66.1616	149.0	165.0	172.0	56.7229	0.0	2.6242	142.0	6.54	47.9433	345.0	282.0	0.0	4.46	30.0	0.0	4.64	0.0	0.0	403.0	337.0	83.62	18.0
2511	99.0	205.0	501.0	72.9757	525.0	1.5811	164.0	202.0	159.0	57.0442	0.0	5.8442	126.0	8.54	60.5969	810.0	362.0	0.0	4.98	20.0	0.0	9.9	0.0	0.0	700.0	237.0	33.86	24.0
5443	91.0	137.0	477.0	82.47	479.0	10.25	158.0	154.0	167.0	74.1814	0.0	2.7255	97.0	8.38	43.3471	148.0	73.0	0.0	4.8	16.0	0.0	8.29	0.0	0.0	369.0	182.0	49.32	14.0
8525	78.0	182.0	437.0	65.5504	463.0	19.4852	148.0	170.0	145.0	83.8237	0.0	5.6811	101.0	8.55	49.047	218.0	269.0	0.0	4.82	19.0	0.0	7.43	0.0	0.0	461.0	307.0	66.59	20.0
3743	64.0	157.0	434.0	97.747	459.0	44.6348	141.0	179.0	139.0	64.7384	0.0	7.471	84.0	4.77	50.0714	430.0	238.0	17.64	3.35	32.0	0.0	9.4	0.0	0.0	499.0	221.0	44.29	15.0
576	92.0	167.0	427.0	93.1329	446.0	11.7751	144.0	124.0	178.0	71.7242	0.0	4.9523	106.0	22.16	51.8221	174.0	48.0	0.0	2.02	23.0	1.0	7.51	0.0	0.0	461.0	430.0	93.28	24.0
4438	32.0	111.0	455.0	113.0177	469.0	16.9778	141.0	184.0	144.0	81.964	7.0	5.9193	50.0	5.09	43.6146	1180.0	197.0	56.99	3.89	8.0	1.0	2.27	0.0	0.0	765.0	619.0	80.92	14.0
7492	83.0	193.0	445.0	80.5708	458.0	51.846	143.0	174.0	141.0	79.7846	0.0	1.6993	108.0	4.6	44.2765	630.0	69.0	38.29	4.54	26.0	0.0	7.49	0.0	0.0	661.0	616.0	93.19	24.0
4622	66.0	127.0	454.0	85.9114	497.0	8.0585	182.0	179.0	136.0	82.1757	8.0	5.5663	77.0	19.27	59.2361	1350.0	171.0	36.58	1.66	50.0	0.0	14.34	0.0	0.0	806.0	288.0	35.73	19.0
6266	113.0	100.0	420.0	69.0821	445.0	55.0988	139.0	170.0	136.0	78.4887	4.0	1.5482	104.0	23.19	61.0919	1930.0	329.0	143.32	0.5	15.0	0.0	29.97	0.0	0.0	1019.0	908.0	89.11	19.0
4034	80.0	132.0	452.0	89.8675	490.0	14.1161	143.0	194.0	153.0	89.5965	0.0	3.8535	84.0	29.21	47.0722	373.0	208.0	0.0	2.2	2.0	0.0	36.43	0.0	0.0	434.0	354.0	81.57	27.0
1333	138.0	153.0	425.0	75.6053	438.0	32.5252	151.0	160.0	127.0	58.7885	7.0	4.2881	135.0	20.01	43.4392	540.0	227.0	0.0	1.7	19.0	2.0	7.94	0.0	0.0	550.0	390.0	70.91	17.0
7029	70.0	184.0	436.0	110.464	467.0	27.8945	152.0	175.0	140.0	75.0857	7.0	1.3445	99.0	7.03	41.6078	1660.0	90.0	123.1	6.24	9.0	2.0	2.03	0.0	0.0	1089.0	586.0	53.81	20.0
7889	69.0	177.0	482.0	86.3507	485.0	53.4739	148.0	183.0	154.0	62.3011	0.0	3.7613	90.0	22.84	52.8186	206.0	75.0	0.0	2.03	4.0	1.0	13.59	0.0	0.0	447.0	197.0	44.07	26.0
8918	57.0	142.0	447.0	82.829	466.0	35.0473	150.0	179.0	137.0	59.1253	2.0	0.8583	75.0	7.85	43.6743	201.0	166.0	6.72	3.82	18.0	1.0	3.73	0.0	0.0	396.0	62.0	15.66	18.0
614	100.0	153.0	468.0	130.827	468.0	27.6122	161.0	152.0	155.0	72.9638	7.0	2.0515	107.0	15.26	44.1305	59.0	164.0	6.47	3.04	15.0	0.0	26.02	0.0	0.0	398.0	228.0	57.29	14.0
1566	171.0	184.0	446.0	66.082	472.0	30.4576	150.0	185.0	137.0	63.5434	0.0	2.8882	170.0	12.13	45.3433	770.0	177.0	0.0	3.19	48.0	0.0	13.39	0.0	0.0	646.0	222.0	34.37	21.0
455	79.0	130.0	435.0	144.9183	473.0	2.9628	149.0	158.0	166.0	78.6891	0.0	4.8255	87.0	4.24	50.5104	800.0	97.0	35.86	5.57	28.0	1.0	2.25	0.0	0.0	631.0	541.0	85.74	18.0
5545	84.0	172.0	490.0	88.7752	499.0	40.2646	162.0	169.0	168.0	73.4456	5.0	1.6407	104.0	2.83	52.6744	201.0	200.0	0.0	3.38	32.0	1.0	1.11	0.0	0.0	436.0	254.0	58.26	20.0
9283	89.0	188.0	435.0	80.3581	435.0	33.0549	137.0	156.0	142.0	62.9531	7.0	0.7832	112.0	16.93	55.504	186.0	339.0	0.0	2.36	2.0	2.0	5.44	0.0	0.0	481.0	189.0	39.29	22.0
6013	46.0	199.0	437.0	131.684	472.0	17.257	154.0	154.0	164.0	59.7032	7.0	3.4357	87.0	21.89	57.6987	950.0	260.0	17.15	1.98	14.0	3.0	7.22	0.0	0.0	782.0	614.0	78.52	22.0
4414	101.0	154.0	421.0	76.4318	431.0	21.3253	116.0	159.0	156.0	53.2325	3.0	3.9015	110.0	8.62	47.4786	342.0	90.0	0.0	4.02	17.0	1.0	6.33	0.0	0.0	442.0	187.0	42.31	16.0
2051	66.0	178.0	444.0	91.4457	463.0	50.8918	132.0	198.0	133.0	68.6826	5.0	5.6122	93.0	14.02	60.8531	236.0	205.0	0.0	2.52	15.0	0.0	18.42	0.0	0.0	472.0	223.0	47.25	22.0
589	67.0	222.0	464.0	123.7083	470.0	67.5282	133.0	132.0	205.0	78.8248	4.0	1.8055	110.0	10.86	36.0206	970.0	161.0	12.12	4.56	32.0	1.0	4.93	0.0	0.0	808.0	589.0	72.9	28.0
8324	69.0	138.0	465.0	83.5889	489.0	31.1115	133.0	228.0	128.0	72.3447	9.0	1.5654	81.0	9.14	49.0762	174.0	112.0	7.61	4.69	15.0	1.0	4.7	0.0	0.0	376.0	221.0	58.78	17.0
8832	123.0	213.0	440.0	88.4733	468.0	48.9998	154.0	145.0	169.0	71.2484	3.0	2.6225	142.0	21.78	56.2928	790.0	454.0	32.27	2.42	13.0	0.0	24.28	0.0	0.0	741.0	619.0	83.54	28.0
8221	158.0	153.0	462.0	123.5767	462.0	18.4149	148.0	163.0	151.0	63.2159	7.0	3.6244	149.0	5.85	58.2724	183.0	135.0	0.0	3.22	19.0	1.0	3.94	18.0	31.17	381.0	244.0	64.04	18.0
7963	39.0	161.0	435.0	74.4641	457.0	57.1485	141.0	181.0	135.0	82.4461	5.0	1.7797	68.0	6.44	52.2556	660.0	265.0	8.23	5.52	8.0	2.0	2.43	0.0	0.0	646.0	472.0	73.07	22.0
5735	76.0	140.0	449.0	85.7824	453.0	34.3779	147.0	184.0	122.0	60.3607	0.0	3.3591	84.0	28.41	57.3459	1070.0	84.0	31.49	0.0	6.0	0.0	29.01	0.0	0.0	765.0	213.0	27.84	20.0
1975	90.0	225.0	394.0	87.3945	421.0	52.2908	127.0	167.0	127.0	75.2346	4.0	1.9728	124.0	9.98	52.7101	277.0	172.0	58.11	3.81	46.0	0.0	7.66	0.0	0.0	530.0	489.0	92.26	23.0
3098	103.0	206.0	430.0	79.8723	441.0	21.1114	136.0	170.0	135.0	67.276	4.0	1.9658	129.0	5.05	51.9161	179.0	474.0	2.05	4.44	5.0	0.0	9.69	0.0	0.0	466.0	398.0	85.41	23.0
403	76.0	170.0	468.0	145.0385	489.0	10.5553	154.0	210.0	125.0	50.9707	1.0	2.5177	98.0	8.29	52.4174	222.0	260.0	0.0	4.28	41.0	0.0	8.18	0.0	0.0	447.0	247.0	55.26	18.0
8661	88.0	152.0	446.0	70.4898	477.0	24.1858	147.0	185.0	145.0	57.5382	0.0	1.9915	100.0	7.99	57.7546	1020.0	365.0	49.11	3.5	30.0	0.0	12.8	14.0	19.12	711.0	507.0	71.31	14.0
5148	129.0	172.0	425.0	87.7977	438.0	16.5654	151.0	147.0	140.0	80.3387	11.0	3.597	136.0	15.68	56.7446	333.0	179.0	0.0	3.46	13.0	0.0	22.6	0.0	0.0	439.0	344.0	78.36	20.0
3126	83.0	161.0	447.0	92.5796	470.0	13.6491	142.0	134.0	194.0	76.9529	7.0	1.1784	101.0	18.68	45.5666	164.0	181.0	0.0	2.56	17.0	1.0	8.77	0.0	0.0	413.0	265.0	64.16	22.0
2475	137.0	162.0	488.0	77.6164	488.0	38.1859	166.0	183.0	139.0	58.1509	5.0	2.2756	138.0	7.53	48.3178	106.0	59.0	0.0	3.98	16.0	1.0	3.4	0.0	0.0	379.0	236.0	62.27	16.0
768	109.0	183.0	471.0	127.849	471.0	38.3575	147.0	147.0	177.0	77.72	0.0	2.9419	124.0	20.16	46.898	183.0	149.0	0.0	2.09	23.0	1.0	14.58	0.0	0.0	478.0	274.0	57.32	24.0
7286	90.0	181.0	430.0	86.5405	432.0	13.7206	133.0	168.0	131.0	78.7847	5.0	4.5934	106.0	5.11	52.6592	132.0	537.0	4.02	2.54	16.0	0.0	5.81	14.0	22.38	415.0	169.0	40.72	19.0
9363	131.0	210.0	452.0	124.5689	484.0	14.3085	150.0	187.0	147.0	71.3469	5.0	3.8825	149.0	6.86	39.9557	690.0	305.0	5.74	6.14	1.0	0.0	11.08	0.0	0.0	681.0	377.0	55.36	24.0
6308	53.0	136.0	448.0	90.9091	449.0	56.9224	154.0	153.0	142.0	74.2598	6.0	2.3264	71.0	3.08	50.392	291.0	251.0	29.26	1.04	10.0	0.0	3.63	14.0	23.73	391.0	155.0	39.64	13.0
1889	116.0	154.0	431.0	109.9764	446.0	63.4781	146.0	180.0	120.0	76.3841	4.0	4.9471	116.0	16.95	42.0726	135.0	175.0	0.0	2.77	10.0	0.0	17.88	15.0	16.58	378.0	180.0	47.62	20.0
7535	51.0	160.0	469.0	84.4006	488.0	25.1384	176.0	124.0	188.0	57.8371	0.0	0.8913	82.0	21.85	57.4351	1160.0	115.0	42.25	0.59	14.0	1.0	12.82	22.0	20.57	810.0	576.0	71.11	21.0
1337	81.0	143.0	448.0	88.7358	491.0	10.9059	170.0	188.0	133.0	63.3062	0.0	4.0284	89.0	3.23	49.6435	245.0	278.0	0.0	2.31	18.0	0.0	2.26	7.0	12.33	403.0	152.0	37.72	18.0
1977	123.0	175.0	440.0	134.012	443.0	43.884	141.0	116.0	186.0	70.7811	9.0	5.527	133.0	3.92	54.9901	133.0	350.0	2.73	2.49	20.0	0.0	10.67	8.0	17.28	390.0	135.0	34.62	21.0
8091	116.0	206.0	428.0	90.2587	457.0	14.7959	142.0	157.0	158.0	66.1829	6.0	4.0334	138.0	6.83	58.6322	820.0	274.0	6.86	4.95	24.0	0.0	5.3	0.0	0.0	713.0	628.0	88.08	19.0
3217	139.0	294.0	466.0	130.2284	487.0	26.889	150.0	180.0	157.0	80.8308	6.0	2.0299	186.0	6.05	42.1325	1040.0	252.0	72.25	4.35	35.0	2.0	2.93	0.0	0.0	926.0	795.0	85.85	35.0
1798	74.0	198.0	467.0	71.9454	512.0	19.3141	174.0	193.0	145.0	59.6623	5.0	1.7799	110.0	14.3	62.2395	1140.0	191.0	17.32	6.05	13.0	0.0	30.87	0.0	0.0	875.0	634.0	72.46	24.0
8210	75.0	161.0	433.0	81.8499	447.0	31.4563	146.0	136.0	165.0	64.8527	5.0	3.2521	92.0	8.71	51.7766	145.0	573.0	2.95	5.72	27.0	0.0	13.89	0.0	0.0	384.0	185.0	48.18	19.0
3017	86.0	235.0	470.0	94.1533	470.0	62.6491	140.0	169.0	161.0	63.6602	4.0	2.3482	126.0	8.13	53.2339	335.0	89.0	0.0	4.09	2.0	0.0	11.65	0.0	0.0	527.0	346.0	65.65	26.0
7056	160.0	216.0	431.0	84.009	434.0	11.7337	145.0	159.0	130.0	54.4182	4.0	1.2815	172.0	17.3	42.387	162.0	136.0	6.72	3.25	31.0	1.0	8.53	0.0	0.0	501.0	343.0	68.46	24.0
7696	83.0	165.0	475.0	97.502	475.0	19.5335	158.0	181.0	136.0	62.4092	5.0	3.528	100.0	12.82	51.3883	246.0	164.0	0.0	4.36	38.0	2.0	5.67	0.0	0.0	443.0	250.0	56.43	14.0
8736	104.0	167.0	470.0	77.8796	478.0	39.3814	133.0	199.0	146.0	62.3933	5.0	1.8309	115.0	6.86	41.1002	259.0	201.0	14.4	5.37	28.0	0.0	6.95	0.0	0.0	449.0	420.0	93.54	24.0
9930	74.0	137.0	441.0	143.9058	465.0	27.0496	136.0	193.0	136.0	69.2389	2.0	3.1849	82.0	10.42	47.149	950.0	207.0	21.64	4.69	46.0	1.0	4.45	0.0	0.0	695.0	639.0	91.94	20.0
6306	83.0	166.0	452.0	101.1407	455.0	16.3768	150.0	142.0	163.0	72.1672	0.0	6.6162	101.0	9.64	44.1303	477.0	134.0	0.0	3.76	13.0	0.0	13.77	15.0	22.2	501.0	310.0	61.88	18.0
9727	91.0	258.0	467.0	59.1793	503.0	34.2482	154.0	190.0	159.0	67.965	5.0	2.2461	136.0	14.37	38.3123	650.0	191.0	24.59	4.9	34.0	2.0	5.28	0.0	0.0	727.0	507.0	69.74	29.0
9014	154.0	110.0	443.0	80.9574	447.0	20.0545	161.0	163.0	123.0	82.2099	2.0	1.6057	134.0	7.48	55.7906	88.0	244.0	0.0	3.75	32.0	0.0	12.56	0.0	0.0	291.0	142.0	48.8	11.0
9848	95.0	151.0	415.0	93.4312	444.0	29.2674	120.0	186.0	138.0	54.6714	5.0	2.7152	107.0	6.55	41.4355	1060.0	330.0	46.46	3.47	11.0	3.0	2.69	18.0	27.93	755.0	674.0	89.27	18.0
3684	81.0	132.0	432.0	130.1635	440.0	14.0915	133.0	168.0	139.0	88.8965	10.0	1.5245	88.0	8.93	40.8763	138.0	182.0	0.0	5.35	22.0	1.0	4.14	0.0	0.0	352.0	225.0	63.92	18.0
6377	130.0	184.0	444.0	130.1893	444.0	34.6239	136.0	143.0	165.0	59.6577	7.0	4.2606	136.0	17.74	46.0939	130.0	271.0	3.58	1.26	21.0	0.0	26.04	0.0	0.0	432.0	246.0	56.94	26.0
4513	103.0	170.0	459.0	65.8516	462.0	22.6396	158.0	132.0	172.0	59.3776	0.0	2.9203	115.0	13.99	36.2517	520.0	406.0	25.66	3.98	13.0	0.0	15.91	0.0	0.0	552.0	316.0	57.25	25.0
3932	92.0	169.0	447.0	80.4022	479.0	4.7038	188.0	162.0	129.0	60.6274	7.0	3.3742	105.0	18.15	47.7161	165.0	235.0	0.0	0.45	1.0	0.0	16.04	18.0	19.12	411.0	209.0	50.85	14.0
2771	60.0	122.0	439.0	64.4225	456.0	15.5672	148.0	152.0	156.0	73.069	4.0	5.1599	72.0	6.87	49.7581	910.0	188.0	21.83	2.47	16.0	0.0	8.39	21.0	34.01	611.0	370.0	60.56	18.0
1306	82.0	267.0	438.0	72.7734	453.0	36.1353	133.0	169.0	151.0	72.1634	4.0	2.8189	137.0	28.15	56.0445	260.0	342.0	6.67	1.57	22.0	0.0	25.43	0.0	0.0	576.0	520.0	90.28	38.0
2457	103.0	224.0	468.0	103.0454	487.0	6.0183	165.0	200.0	122.0	78.9709	4.0	3.2469	134.0	24.57	38.7126	1180.0	172.0	41.76	1.02	46.0	0.0	17.93	0.0	0.0	887.0	615.0	69.33	29.0
8770	92.0	188.0	410.0	73.4829	410.0	60.8198	132.0	142.0	136.0	55.2688	4.0	1.6112	116.0	6.26	40.6994	160.0	95.0	12.13	4.18	25.0	2.0	1.39	0.0	0.0	443.0	182.0	41.08	20.0
617	74.0	140.0	420.0	89.8267	454.0	71.4291	140.0	204.0	110.0	71.6148	5.0	6.8579	83.0	40.3	60.1296	59.0	321.0	3.99	1.77	12.0	0.0	1.54	12.0	17.96	302.0	154.0	50.99	17.0
4747	132.0	170.0	456.0	85.8924	456.0	28.6212	141.0	133.0	182.0	76.1581	5.0	1.7295	133.0	6.53	50.4447	416.0	489.0	19.54	4.58	1.0	0.0	9.42	0.0	0.0	505.0	140.0	27.72	21.0
7965	71.0	136.0	455.0	77.0555	480.0	11.7668	157.0	123.0	200.0	85.5523	8.0	2.5189	86.0	14.13	36.1484	450.0	133.0	0.0	5.67	14.0	1.0	9.17	0.0	0.0	472.0	244.0	51.69	15.0
1933	50.0	174.0	440.0	70.5076	457.0	37.1765	135.0	155.0	167.0	65.7198	6.0	5.2888	78.0	7.38	49.6035	109.0	252.0	0.0	6.24	9.0	0.0	7.24	0.0	0.0	387.0	81.0	20.93	20.0
3988	145.0	187.0	478.0	66.7558	521.0	29.4702	167.0	142.0	212.0	66.005	0.0	3.2864	155.0	9.94	63.2241	690.0	68.0	38.4	6.1	16.0	1.0	8.42	0.0	0.0	696.0	667.0	95.83	17.0
3416	97.0	209.0	452.0	84.2647	479.0	23.0248	159.0	178.0	142.0	86.9349	7.0	2.5033	122.0	13.65	61.2295	163.0	152.0	0.0	5.32	20.0	5.0	1.12	0.0	0.0	479.0	254.0	53.03	22.0
4692	41.0	197.0	442.0	70.742	444.0	38.1339	117.0	141.0	186.0	81.11	0.0	3.1186	84.0	10.06	45.5847	290.0	481.0	15.03	4.3	6.0	0.0	13.42	0.0	0.0	474.0	110.0	23.21	22.0
5761	56.0	166.0	438.0	84.9365	445.0	16.4397	136.0	178.0	131.0	60.8683	7.0	4.4108	83.0	16.46	47.9781	223.0	131.0	0.0	2.38	34.0	0.0	35.01	0.0	0.0	441.0	384.0	87.07	20.0
2728	92.0	116.0	427.0	82.5955	427.0	25.724	130.0	176.0	121.0	71.7636	9.0	4.8321	90.0	9.55	57.7683	162.0	129.0	15.68	4.98	1.0	0.0	9.91	0.0	0.0	354.0	235.0	66.38	16.0
1277	137.0	218.0	440.0	76.1093	451.0	37.3028	143.0	184.0	124.0	80.7308	6.0	3.9519	158.0	21.5	49.5914	740.0	323.0	15.94	1.45	32.0	0.0	18.13	0.0	0.0	720.0	670.0	93.06	24.0
